machine_id,reading_no,hours_since_start,load,temperature,vibration_rms,shaft_speed_rpm,post_inspection_RUL_estimate_hours,remaining_life_hours
M08,13,39.111,65.534,44.996,1.5061,1919.09,151.684,152.142
M08,14,42.12,65.393,45.705,1.1463,1907.96,151.019,151.847
M08,15,45.128,63.523,43.519,1.146,1919.61,145.255,147.171
M08,16,48.137,60.203,43.72,1.0823,1909.51,142.218,142.992
M08,17,51.145,64.868,45.307,1.3027,1914.86,140.881,141.314
M08,18,54.154,62.706,43.537,1.3007,1900.86,139.772,139.56
M08,19,57.162,60.225,44.759,1.1897,1920.97,137.27,137.306
M08,20,60.171,59.754,45.775,1.449,1905.39,133.104,133.106
M08,21,63.179,57.742,45.062,1.2538,1908.57,133.784,131.573
M08,22,66.188,53.906,43.783,1.5127,1895.81,127.51,127.261
M08,23,69.196,58.406,45.882,1.5486,1907.57,126.41,126.051
M08,24,72.205,55.986,44.32,1.6647,1890.57,123.795,122.99
M08,25,75.214,54.625,44.423,1.6874,1892.98,117.2,118.911
M08,26,78.222,58.612,46.788,1.4103,1888.69,116.179,115.497
M08,27,81.231,53.62,44.935,1.5536,1896.59,113.351,112.809
M08,28,84.239,54.049,43.571,1.7982,1884.14,108.753,110.374
M08,29,87.248,54.508,44.258,1.7761,1887.11,108.81,108.023
M08,30,90.256,51.862,42.59,2.0222,1878.63,104.627,104.127
M08,31,93.265,52.322,44.697,1.658,1875.7,98.39,98.77
M08,32,96.273,54.037,45.338,2.1932,1888.9,95.28,95.234
M08,33,99.282,55.663,45.551,1.8664,1884.98,97.909,97.469
M08,34,102.29,53.3,46.305,2.2193,1892.84,90.039,89.856
M08,35,105.299,53.308,46.157,2.0348,1867.16,90.927,89.555
M08,36,108.308,54.782,46.148,2.3242,1872.31,86.266,85.272
M08,37,111.316,56.078,45.544,2.4098,1875.11,86.135,83.976
M08,38,114.325,55.199,47.076,2.2913,1859.71,81.938,81.651
M08,39,117.333,56.456,46.707,2.7656,1868.47,75.374,75.169
M08,40,120.342,53.271,46.456,2.4822,1865.44,75.571,76.902
M08,41,123.35,57.466,45.859,2.7312,1869.41,69.047,69.726
M08,42,126.359,58.483,47.103,3.0027,1869.21,68.627,69.31
M08,43,129.367,57.882,48.596,2.797,1872.38,70.188,68.722
M08,44,132.376,58.229,47.902,2.9152,1879.17,62.29,62.284
M08,45,135.384,61.583,49.416,3.0472,1877.69,61.728,62.314
M08,46,138.393,59.828,49.746,3.0665,1874.64,58.424,58.58
M08,47,141.402,59.779,47.798,3.5149,1886.95,55.354,57.252
M08,48,144.41,59.903,49.072,3.2831,1886.81,52.864,53.815
M08,49,147.419,63.14,49.753,3.4991,1881.34,47.28,48.709
M08,50,150.427,63.082,50.17,3.6761,1888.7,44.783,45.439
M08,51,153.436,66.228,50.939,3.8532,1890.68,44.569,44.203
M08,52,156.444,64.781,51.796,3.8954,1882.68,42.388,42.609
M08,53,159.453,62.68,49.012,3.9849,1887.38,38.608,38.848
M08,54,162.461,60.421,49.863,3.9192,1891.32,36.013,36.378
M09,0,0.0,53.525,36.667,1.0534,2030.65,327.456,327.056
M09,1,4.801,53.313,37.546,1.0221,2022.75,319.365,319.44
M09,2,9.602,53.262,37.169,1.043,2026.65,318.07,317.03
M09,3,14.404,54.699,37.735,0.843,2038.81,311.535,312.12
M09,4,19.205,53.289,36.304,1.2603,2029.4,307.032,308.201
M09,5,24.006,59.239,38.854,1.1186,2029.17,300.868,301.813
M09,6,28.807,61.306,40.376,1.0512,2045.93,297.59,298.421
M09,7,33.608,58.942,39.042,1.2691,2045.8,290.951,291.118
M09,8,38.41,58.096,39.309,0.9426,2034.85,290.994,289.915
M09,9,43.211,58.889,40.378,1.2622,2041.86,281.308,282.002
M09,10,48.012,56.726,38.691,1.1027,2047.26,274.56,276.381
M09,11,52.813,59.505,40.484,1.3169,2046.94,276.2,276.444
M09,12,57.614,56.937,39.172,1.2713,2062.19,269.043,268.578
M09,13,62.416,60.619,41.617,1.3402,2035.85,262.7,262.315
M09,14,67.217,57.331,39.585,1.1895,2040.39,260.461,258.982
M09,15,72.018,55.327,40.085,1.3975,2036.12,254.246,253.685
M09,16,76.819,57.531,41.097,1.2934,2034.2,249.344,248.47
M09,17,81.62,54.068,38.003,1.5313,2039.04,242.67,242.392
M09,18,86.422,53.824,39.21,1.3115,2033.81,236.816,236.809
M09,19,91.223,51.415,39.751,1.4522,2041.28,231.538,233.078
M09,20,96.024,54.89,40.07,1.4348,2024.88,231.18,229.338
M09,21,100.825,49.372,39.48,1.279,2050.99,227.755,226.784
M09,22,105.626,52.833,40.134,1.5801,2027.94,218.609,217.412
M09,23,110.428,50.656,40.029,1.5892,2035.2,213.363,214.027
M09,24,115.229,49.02,39.969,1.6606,2019.02,207.199,207.355
M09,25,120.03,52.09,41.347,1.5176,2023.44,206.016,206.077
M09,26,124.831,47.923,39.638,1.4643,2011.88,198.345,199.128
M09,27,129.632,45.745,39.763,1.6822,2006.48,198.601,198.537
M09,28,134.434,43.626,36.696,1.5668,2008.73,189.931,189.814
M09,29,139.235,44.157,38.958,1.7158,2007.57,180.905,180.6
M09,30,144.036,47.897,39.939,1.8639,2018.86,180.824,180.313
M09,31,148.837,45.299,39.493,1.8148,2005.12,174.099,174.193
M09,32,153.638,44.589,39.208,2.1066,1996.35,167.131,167.994
M09,33,158.44,44.733,38.84,2.1526,1993.27,164.801,165.21
M09,34,163.241,48.202,40.863,2.017,2003.43,158.582,159.067
M09,35,168.042,46.098,41.462,2.2117,1984.41,158.421,156.845
M09,36,172.843,44.362,39.754,2.1388,2008.91,150.495,151.768
M09,37,177.644,45.461,40.369,2.4735,2008.43,141.713,143.063
M09,38,182.446,45.836,41.234,2.5977,2008.14,137.815,138.571
M09,39,187.247,44.401,39.649,2.5396,2012.8,131.58,129.937
M09,40,192.048,48.67,41.596,2.6053,1999.64,132.552,130.952
M09,41,196.849,50.826,42.812,2.6182,2012.2,124.402,124.697
M09,42,201.65,45.921,41.212,2.9384,1995.84,115.481,115.297
M09,43,206.452,48.476,41.196,2.9094,2005.18,117.034,117.006
M09,44,211.253,54.689,43.812,3.3914,2001.6,107.716,106.688
M09,45,216.054,52.662,43.606,3.1912,2004.26,103.232,104.016
M09,46,220.855,52.339,44.653,3.2664,2029.4,98.721,98.917
M09,47,225.656,51.718,44.646,3.3873,2009.65,94.723,94.501
M09,48,230.458,56.393,46.699,3.4814,2028.6,90.711,91.196
M09,49,235.259,53.376,43.924,3.7302,2036.66,84.228,82.979
M09,50,240.06,60.332,45.855,3.7465,2008.12,78.195,80.169
M09,51,244.861,56.37,44.968,4.1149,2028.92,75.315,75.736
M09,52,249.662,59.294,47.109,3.9403,2020.93,69.71,69.332
M09,53,254.464,55.165,44.748,4.2128,2039.88,60.925,61.095
M09,54,259.265,59.267,46.783,4.1596,2019.3,59.09,59.19
M10,0,0.0,51.017,37.692,0.7985,2178.81,280.5,280.992
M10,1,4.435,51.268,39.282,0.8791,2175.11,279.683,278.26
M10,2,8.871,50.983,38.239,0.8053,2166.45,274.028,275.166
M10,3,13.306,52.705,40.254,0.8032,2170.68,268.923,268.724
M10,4,17.742,54.747,40.085,0.866,2176.0,269.244,268.809
M10,5,22.177,53.401,38.418,0.8816,2187.31,264.701,263.93
M10,6,26.613,53.982,39.026,0.668,2182.29,259.478,258.43
M10,7,31.048,53.992,39.903,0.8312,2185.92,252.283,251.543
M10,8,35.483,54.809,41.688,1.0382,2186.79,245.549,246.214
M10,9,39.919,55.35,41.952,0.7967,2201.39,244.421,245.077
M10,10,44.354,58.283,42.43,0.9159,2179.58,243.458,242.405
M10,11,48.79,57.25,40.744,1.0159,2194.42,234.18,234.993
M10,12,53.225,59.53,42.782,1.1409,2201.61,231.915,231.166
M10,13,57.661,56.61,42.201,0.8951,2182.11,225.713,225.527
M10,14,62.096,57.709,42.288,1.139,2190.35,223.686,223.273
M10,15,66.531,56.945,42.377,1.026,2193.16,216.243,216.866
M10,16,70.967,53.442,41.926,1.2217,2197.04,214.852,212.88
M10,17,75.402,61.149,43.469,1.2466,2183.92,209.472,209.1
M10,18,79.838,54.171,42.148,1.1836,2198.51,205.442,206.351
M10,19,84.273,53.379,44.021,1.0951,2177.74,201.176,201.44
M10,20,88.709,51.448,42.038,1.2978,2180.29,195.017,194.34
M10,21,93.144,52.688,41.316,1.2037,2171.6,190.084,191.273
M10,22,97.58,52.53,42.688,1.2988,2184.18,187.789,189.55
M10,23,102.015,50.653,40.914,1.3666,2179.02,183.465,184.963
M10,24,106.45,50.592,41.138,1.2325,2177.08,177.591,178.314
M10,25,110.886,45.936,40.821,1.2877,2157.69,173.38,174.56
M10,26,115.321,50.026,42.856,1.4601,2156.15,170.218,170.637
M10,27,119.757,49.551,42.422,1.6773,2161.66,165.321,165.664
M10,28,124.192,47.261,41.567,1.4885,2169.88,162.896,162.958
M10,29,128.628,44.057,39.723,1.6275,2167.57,160.217,159.009
M10,30,133.063,47.702,40.539,1.6544,2168.72,155.173,157.018
M10,31,137.498,44.217,41.641,1.7041,2148.03,148.31,149.763
M10,32,141.934,48.24,42.077,1.9492,2144.99,144.967,144.421
M10,33,146.369,46.643,42.978,1.7196,2159.36,141.602,142.455
M10,34,150.805,45.74,41.356,1.9808,2154.71,135.562,136.912
M10,35,155.24,45.779,41.037,1.9941,2159.06,134.511,133.545
M10,36,159.676,46.392,41.849,2.3152,2144.0,127.058,127.395
M10,37,164.111,43.936,41.597,2.3485,2151.45,124.221,123.826
M10,38,168.546,46.557,43.892,2.2553,2146.24,114.929,115.255
M10,39,172.982,46.487,43.791,2.2255,2133.66,112.717,114.827
M10,40,177.417,47.129,42.939,2.5669,2163.5,110.962,109.658
M10,41,181.853,50.699,44.21,2.7358,2139.54,104.382,105.41
M10,42,186.288,50.039,44.008,2.7412,2147.6,102.53,101.91
M10,43,190.724,50.2,45.077,2.7675,2149.43,100.674,98.613
M10,44,195.159,53.128,45.969,2.926,2179.33,95.777,95.073
M10,45,199.594,51.142,45.142,3.0853,2152.45,88.002,87.864
M10,46,204.03,54.593,47.196,2.9957,2157.27,87.497,86.723
M10,47,208.465,53.042,46.876,3.3542,2162.12,78.68,78.396
M10,48,212.901,54.547,46.62,3.2724,2157.75,77.363,77.398
M10,49,217.336,54.308,46.624,3.4721,2166.03,69.893,69.405
M10,50,221.772,52.45,47.76,3.6564,2165.28,67.111,66.329
M10,51,226.207,55.753,47.939,3.7568,2172.62,60.542,61.459
M10,52,230.642,57.467,47.782,3.7138,2179.64,56.769,59.473
M10,53,235.078,55.874,47.755,3.9595,2167.28,51.899,54.158
M10,54,239.513,55.246,47.756,3.8645,2181.62,50.844,51.127
M11,0,0.0,44.453,34.102,0.6954,2285.48,282.291,282.065
M11,1,4.087,47.814,35.708,0.8433,2284.85,279.145,279.168
M11,2,8.175,41.795,32.497,0.6542,2288.57,272.837,273.633
M11,3,12.262,46.864,35.27,0.741,2299.84,266.658,268.516
M11,4,16.349,47.245,36.549,0.7738,2303.9,263.532,265.048
M11,5,20.437,48.552,36.233,0.9451,2312.78,257.426,259.621
M11,6,24.524,47.997,36.355,0.7606,2298.48,254.277,254.162
M11,7,28.611,48.525,36.353,0.9002,2312.89,255.379,254.315
M11,8,32.699,54.29,38.733,1.0376,2307.54,249.011,247.134
M11,9,36.786,45.75,36.066,0.8547,2316.98,244.214,245.493
M11,10,40.874,47.839,38.271,0.9059,2307.49,242.779,240.796
M11,11,44.961,49.33,37.062,1.1141,2304.34,235.358,235.78
M11,12,49.048,48.064,37.637,0.7913,2307.36,234.822,232.881
M11,13,53.136,51.882,37.553,1.0814,2300.91,227.97,228.198
M11,14,57.223,48.862,36.507,0.8847,2296.09,224.469,223.977
M11,15,61.31,50.972,39.035,1.2537,2291.62,220.072,221.618
M11,16,65.398,49.924,38.758,0.9692,2310.3,211.632,213.77
M11,17,69.485,49.403,38.983,1.0928,2304.86,210.568,209.593
M11,18,73.572,48.19,38.215,1.2424,2311.92,207.685,207.596
M11,19,77.66,43.264,37.05,1.1192,2293.94,202.418,200.978
M11,20,81.747,46.893,38.49,1.2063,2308.31,196.73,196.974
M11,21,85.834,45.321,38.972,1.2566,2288.06,194.541,194.723
M11,22,89.922,44.287,36.447,1.3434,2287.05,188.488,189.114
M11,23,94.009,43.054,37.288,1.3571,2290.54,185.771,185.759
M11,24,98.096,40.049,35.4,1.2857,2290.85,179.913,180.833
M11,25,102.184,41.472,37.081,1.19,2277.45,179.465,177.903
M11,26,106.271,42.565,36.653,1.5305,2288.36,171.911,170.974
M11,27,110.358,40.993,37.722,1.5357,2276.57,166.3,166.455
M11,28,114.446,38.129,37.591,1.7162,2275.5,162.506,163.267
M11,29,118.533,36.664,35.121,1.6871,2268.94,160.142,159.215
M11,30,122.621,37.317,36.202,1.7218,2279.56,154.404,153.687
M11,31,126.708,34.93,37.668,1.8465,2272.96,150.656,149.939
M11,32,130.795,38.243,38.104,1.9072,2279.38,144.049,143.686
M11,33,134.883,35.986,37.085,1.877,2255.88,141.623,141.066
M11,34,138.97,38.555,37.825,1.9823,2286.25,135.18,134.871
M11,35,143.057,35.402,36.527,1.8259,2270.46,135.579,135.629
M11,36,147.145,41.352,40.813,2.0424,2271.74,129.877,130.304
M11,37,151.232,34.612,39.12,2.2559,2278.95,121.74,123.129
M11,38,155.319,38.817,39.581,2.0164,2274.17,122.663,121.876
M11,39,159.407,40.574,38.759,2.2939,2261.85,113.481,115.334
M11,40,163.494,42.353,39.52,2.4861,2262.92,112.716,112.388
M11,41,167.581,38.956,40.63,2.532,2277.8,105.903,105.857
M11,42,171.669,43.98,41.539,2.7896,2275.58,100.459,101.112
M11,43,175.756,42.02,41.216,2.7158,2261.62,98.25,98.013
M11,44,179.843,40.106,39.31,2.8528,2286.92,91.614,91.888
M11,45,183.931,46.918,41.935,3.2147,2272.33,88.823,87.394
M11,46,188.018,46.615,42.147,3.1622,2283.3,85.465,85.698
M11,47,192.105,43.896,41.493,3.1001,2279.81,83.459,83.889
M11,48,196.193,46.123,41.151,3.2913,2269.47,75.456,77.191
M11,49,200.28,48.12,41.206,3.4981,2288.77,71.266,72.627
M11,50,204.368,45.654,42.18,3.3578,2291.93,70.451,71.085
M11,51,208.455,48.533,43.363,3.5178,2285.96,63.457,64.67
M11,52,212.542,53.921,44.748,3.9164,2302.81,58.233,60.171
M11,53,216.63,51.53,44.259,3.9104,2288.1,52.188,53.25
M11,54,220.717,49.043,43.217,3.9944,2289.58,49.618,49.096
M12,0,0.0,49.219,36.787,0.8309,2432.61,125.814,125.369
M12,1,2.049,50.474,37.351,1.0331,2441.73,125.277,124.366
M12,2,4.098,53.523,37.901,1.0651,2445.64,121.871,121.624
M12,3,6.147,52.954,37.8,0.9446,2468.95,118.319,118.765
M12,4,8.196,55.392,37.278,0.9675,2443.07,116.472,117.229
M12,5,10.245,54.252,37.193,0.9858,2472.96,114.392,113.492
M12,6,12.295,56.193,38.962,0.98,2450.24,113.815,113.057
M12,7,14.344,53.114,38.653,0.874,2452.62,110.112,111.899
M12,8,16.393,56.036,39.279,1.1495,2458.12,110.837,109.667
M12,9,18.442,55.708,38.876,1.1636,2464.33,108.469,109.813
M12,10,20.491,56.09,38.821,0.9896,2466.57,107.609,107.149
M12,11,22.54,51.287,37.656,0.8498,2461.48,105.857,104.505
M12,12,24.589,52.565,40.12,1.0823,2456.18,104.949,105.442
M12,13,26.638,57.911,39.437,1.2939,2455.84,99.911,100.082
M12,14,28.687,52.403,39.115,1.1904,2465.26,95.652,96.401
M12,15,30.736,54.705,39.329,0.905,2465.81,96.811,96.652
M12,16,32.786,54.396,39.624,1.2082,2459.19,94.682,94.928
M12,17,34.835,51.519,40.491,1.2328,2455.37,94.592,94.892
M12,18,36.884,54.761,40.062,1.2633,2453.92,92.444,92.7
M12,19,38.933,52.007,38.944,1.1597,2454.62,92.78,90.636
M12,20,40.982,49.192,39.668,1.3664,2462.28,87.043,87.181
M12,21,43.031,49.566,39.715,1.3741,2437.68,86.913,85.063
M12,22,45.08,44.382,38.824,1.6818,2445.75,82.952,83.763
M12,23,47.129,46.712,38.948,1.3672,2433.3,80.741,82.613
M12,24,49.178,47.381,38.449,1.5823,2438.42,78.81,78.096
M12,25,51.227,49.843,40.601,1.4885,2425.47,77.801,76.137
M12,26,53.277,46.933,39.032,1.4518,2436.84,75.266,76.478
M12,27,55.326,45.926,38.443,1.7299,2425.25,72.476,72.18
M12,28,57.375,47.331,39.331,1.8795,2434.44,71.514,71.458
M12,29,59.424,43.178,38.011,1.6807,2427.47,67.399,68.812
M12,30,61.473,41.483,37.729,1.6929,2432.45,66.658,64.867
M12,31,63.522,43.94,38.242,1.9705,2430.61,65.284,65.515
M12,32,65.571,48.01,40.036,1.9384,2410.97,60.638,62.135
M12,33,67.62,47.903,38.846,1.81,2418.41,64.44,64.684
M12,34,69.669,41.818,39.541,2.1089,2422.73,59.958,60.274
M12,35,71.718,44.636,40.95,2.3256,2420.09,55.767,57.189
M12,36,73.768,42.095,40.078,2.3801,2410.86,55.882,54.783
M12,37,75.817,44.435,40.44,2.3383,2428.54,57.102,55.622
M12,38,77.866,43.924,41.418,2.4601,2412.18,53.242,53.293
M12,39,79.915,41.199,39.093,2.3434,2418.68,55.558,53.175
M12,40,81.964,45.011,40.45,2.3327,2419.89,50.19,49.206
M12,41,84.013,44.921,41.665,2.8631,2431.02,46.0,46.455
M12,42,86.062,45.773,41.101,2.6517,2413.73,44.098,45.132
M12,43,88.111,48.658,42.179,3.2123,2424.97,41.535,41.239
M12,44,90.16,48.566,42.877,3.0534,2430.71,41.891,42.146
M12,45,92.209,47.192,41.564,3.0212,2420.18,39.674,39.234
M12,46,94.259,48.948,42.677,2.9703,2430.97,38.968,39.658
M12,47,96.308,50.208,42.977,3.2307,2439.02,35.605,36.859
M12,48,98.357,54.106,45.925,3.7107,2435.46,34.121,34.429
M12,49,100.406,53.94,45.244,3.7386,2429.01,31.921,31.665
M12,50,102.455,57.05,47.064,3.6457,2439.57,32.233,31.265
M12,51,104.504,54.126,44.226,3.8719,2442.26,26.304,27.846
M12,52,106.553,52.594,44.966,4.0568,2438.02,25.286,25.089
M12,53,108.602,53.897,45.079,4.2212,2450.27,22.838,22.677
M12,54,110.651,54.965,45.774,3.9373,2442.32,25.753,25.904
